alpha,beta,gamma,delta,fitness
0.42248202615824526,0.04627314485627822,0.5091286763537557,0.022116152631720908,0.9575711420811631
0.14933698356287026,0.2730297985163884,0.27123004445221044,0.30640317346853074,0.49944077001974546
0.015312762895144426,0.11451476896903003,0.24969721367786268,0.6204752544579628,0.04638416451924976
0.2930959169016952,0.14682755111527587,0.2709832275197444,0.28909330446328463,0.536994533082018
0.19442604746695655,0.055824596645274324,0.0468850391236969,0.7028643167640723,-0.06267016464289954
0.2739734778760079,0.251010632288838,0.30675171469582985,0.1682641751393243,0.697401610833246
0.2915291203688924,0.3468954888682167,0.31547197762655255,0.04610341313633822,0.8614657825218492
0.2546476985636693,0.2331728342172098,0.2597833295150046,0.2523961377041163,0.5747712266003837
0.38718169503019206,0.1751582326751305,0.2199165989991348,0.21774347329554258,0.6471110551554166
0.1786507353060022,0.1976421260314885,0.36842862524470765,0.25527851341780156,0.5874359109685744
0.3055439305474973,0.21193376723455085,0.23462575088322854,0.24789655133472327,0.5751717311892773
0.29615025020728547,0.2671853275212918,0.28141698533609516,0.15524743693532758,0.7136917790927503
0.3258627564319993,0.15750844377315826,0.46351568586972736,0.053113113925114995,0.8888286403576957
0.3601820866067135,0.33776410650297645,0.27952601402003574,0.0225277928702743,0.8986554893939933
0.506809505080879,0.022488013082402038,0.07153110693015134,0.3991713749065676,0.3978697356777882
0.7417365789991168,0.04572681387606856,0.030655538253395412,0.1818810688714193,0.7180330339176575
0.16131343026460468,0.2312642709654989,0.293176926326992,0.3142453724429044,0.49394230069081857
0.060968338608991035,0.391518996732394,0.36364763789212445,0.18386502676649047,0.6458986605037854
0.18306230476078356,0.003047879968979019,0.40110070382991925,0.4127891114403182,0.3802067568457269
0.31764824911678496,0.10970515159334873,0.3920276850097503,0.18061891428011587,0.7126158558408239
0.3035817433427195,0.3845646916048072,0.09938127051444492,0.21247229453802846,0.604378619871996
0.22709367916251477,0.22109910276948427,0.2361644667960607,0.31564275127194025,0.493371007676667
0.25843999091814207,0.6292499754097487,0.10765956487355804,0.004650468798550996,0.898636800490711
0.04009414021299187,0.15281017125891347,0.3251986930225387,0.48189699550555604,0.254232981052829
0.050761722537088085,0.15786639982026146,0.2106646805820006,0.5807071970606499,0.09736592444497294
0.39590828628980246,0.38168830857260483,0.06322777140287043,0.15917563373472227,0.7039833031120257
0.24776967520492096,0.033789809839107815,0.38565098283691235,0.33278953211905893,0.4940577398535901
0.41894657541082736,0.1305769980050436,0.15390487566814465,0.29657155091598436,0.5224984241247627
0.26895271662660775,0.44139991080779,0.15868526286909224,0.13096210969650998,0.6932068577532875
0.001184128910173225,0.46515283382196737,0.03956695705696312,0.49409608021089635,0.1890829546103604
0.06103033178186995,0.4828345986466576,0.3634692597241639,0.09266580984730866,0.7644343654997057
0.310780144821406,0.26091632733117764,0.1921119317129116,0.23619159613450472,0.5935293403320074
0.376892621281491,0.20526462202644694,0.03035897691722857,0.3874837797748335,0.367458174831138
0.03631858825713819,0.3191614994268234,0.2152293287065805,0.4292905836094579,0.2922318247004486
0.36432177312489356,0.21975090322744778,0.020218540056928965,0.3957087835907298,0.37347418912978814
0.18767448571927506,0.3383312378307747,0.35254066522415606,0.12145361122579423,0.7670698974866925
0.36731457954782454,0.2501493601363861,0.0028779969078583543,0.37965806340793096,0.36797556485400706
0.33609792677663497,0.2534724391980162,0.15375142169679004,0.2566782123285589,0.5516145717076577
0.5306842519730778,0.003919609062140882,0.2538713152649148,0.21152482369986644,0.6819288426377721
0.26186971999815745,0.2017954690658313,0.31798590083265266,0.21834891010335852,0.6422073144850875
0.394324483863614,0.26441696256493735,0.2905430243308288,0.05071552924061972,0.8710433136260829
0.20101285514281245,0.3073872011447398,0.2598792102160936,0.23172073349635422,0.5755720994692838
0.007142670006307803,0.3091248801700524,0.565626862112452,0.1181055877111879,0.7610166423992077
0.2626877972053643,0.5388864472535074,0.11501611205287078,0.08340964348825745,0.7940525676795877
0.38490083794863705,0.35838149302472055,0.19194281266655772,0.06477485636008455,0.8311614168549288
0.43188474223670964,0.21926130783398468,0.2251832154224156,0.12367073450689012,0.7706416366728679
0.22580636524508602,0.388760113049098,0.21455028758007585,0.17088323412574008,0.6464851205491154
0.05719148119595185,0.348875844913159,0.23288414254625453,0.36104853134463466,0.40609582624607415
0.12585698523573147,0.1102094583009904,0.3999586095360318,0.3639749469272463,0.4375061608639819
0.3808694577038793,0.08926147199672234,0.2570539287526303,0.2728151415467681,0.5684619196806673
0.20819743024397447,0.2531677067379583,0.33734281896456075,0.20129204405350629,0.6474283925721488
0.3632206870903512,0.05504587698533916,0.34612900585172374,0.23560443007258583,0.6328318856447863
0.24520796417804122,0.04814678880666204,0.22218751093119266,0.48445773608410403,0.2660913775528445
0.2732920974448765,0.3155540588878318,0.16487131183534687,0.24628253183194487,0.5674653904745164
0.39848691420236526,0.17539495308641578,0.22885019198793444,0.19726794072328457,0.6690190982977899
0.07052888985652797,0.1521312560180604,0.12723856195785924,0.6501012921675524,0.002028373345962342
0.2968481688026374,0.24077910320220813,0.40634818980175846,0.05602453819339594,0.8678073720694645
0.17437750018201859,0.39851359100045175,0.39351979578954166,0.03358911302798805,0.8699136122579276
0.41779579089666086,0.43074353186528824,0.10576802382079463,0.045692653417256195,0.8668494900943224
0.12385703071156358,0.17821605886682926,0.3598913034836817,0.3380356069379255,0.4483925748764045
0.33050697323715694,0.163781144792758,0.33583544273211363,0.1698764392379714,0.7042400549448533
0.12725240915410693,0.016798125571546325,0.17165453806571299,0.6842949272086336,-0.02896210964868251
0.018110929929307826,0.2740851287651472,0.3086547174590114,0.3991492238465336,0.3464591384771702
0.5633340526452837,0.1304491141956373,0.13269943643765422,0.1735173967214249,0.7136340820787354
0.21268762007591785,0.1178529096068239,0.3179171339353465,0.35154233638191174,0.4491159135057676
0.41486493267184216,0.01327130943203553,0.1958330553697205,0.3760307025264018,0.433963249795592
0.155145098661572,0.23946607489492025,0.40571287796658134,0.19967594847692627,0.6645661660503723
0.2527569376358085,0.34239270562392926,0.1340470912925639,0.27080326544769834,0.5253165607036666
0.18990196231235185,0.3042134879019554,0.24517165055577922,0.2607128992299136,0.5480879535747387
0.2999211874367605,0.1863343321810205,0.3226645488940481,0.19107993148817096,0.6854299529405905
0.3525999198316248,0.1752149759467626,0.21874406153160217,0.2534410426900104,0.5847954407756318
0.32445204576141873,0.2215689641177051,0.2014430068475326,0.25253598327334353,0.5658037840605583
0.06860192383699655,0.38029319035404724,0.35788387797094484,0.1932210078380113,0.6341098501721736
0.23883748514055986,0.2663985945233391,0.23413298186775475,0.26063093846834634,0.5557738733928127
0.3207216795825469,0.511242324106449,0.12666947893862937,0.04136651737237459,0.8101396429148257
0.026637517618675718,0.3205123959052645,0.14599039397358218,0.5068596925024775,0.17560798206523076
0.03459610702138847,0.3426149553298204,0.30172153362438997,0.3210674040244012,0.43274515513094314
0.1529399167634889,0.24200366730782188,0.2998192087815231,0.30523720714716596,0.5058436391830776
0.5291277455821195,0.20514917954279233,0.08355972819004683,0.18216334668504136,0.6857251440638795
0.3238991427027076,0.4107212372379268,0.06396124632456962,0.20141837373479582,0.636264253812117
0.0006669071869456615,0.4230696420399443,0.20873301745924938,0.3675304333138607,0.3852439037232174
0.3134510209755059,0.30447367044028056,0.1987158188824698,0.1833594897017437,0.6640660313593284
0.07137629508426498,0.35812666984006697,0.17139118968123504,0.39910584539443295,0.32971589794033707
0.3169421486576166,0.3340762589482235,0.2895845982841919,0.05939699410996805,0.8607930699928145
0.43351138606451506,0.3874997829357901,0.02465818553096678,0.15433064546872796,0.6910040752097499
0.13085372901020734,0.24842926388379785,0.535797838494111,0.08491916861188395,0.8229353943054146
0.08264396830142752,0.46914548475224505,0.2718080404643681,0.17640250648195946,0.6650244175642241
0.012362858591819193,0.4562921689962332,0.09141068958021535,0.4399342828317322,0.27165475040296666
0.18848518516051443,0.16202859929669855,0.26503302796219524,0.3844531875805918,0.3909144987697726
0.14329332893159966,0.24539145452540614,0.33220458910519424,0.27911062743779996,0.5199861952119486
0.32289794434846725,0.20906367755997018,0.13890499232492654,0.329133385766636,0.464487185838052
0.5432961693108368,0.1800142141359274,0.24337367597197768,0.03331594058125805,0.9140232463009275
0.20206055442668183,0.22330815753297364,0.47977197980479636,0.09485930823554807,0.8242148140167318
0.011836618683276803,0.1119644025051556,0.8302628804112926,0.045936098400275,0.9143011920238141
0.3498160936408923,0.20806789798189942,0.2669710508897197,0.17514495748748857,0.6852655892732923
0.05980252904110413,0.4042983878320938,0.16913372784250413,0.36676535528429793,0.36899228950713425
0.24314499809533263,0.1997947829703843,0.4979853116323981,0.059074907301885006,0.8714286824530957
0.09376029068907571,0.6849880492114633,0.17941211295554182,0.04183954714391932,0.8002430694418285
0.46034785325300337,0.0007712872875602217,0.031456735494710564,0.5074241239647258,0.23867099223102117
0.25318577431591804,0.2576266035469534,0.028641660538160064,0.46054596159896855,0.27053706706950426
0.02272382948589304,0.25566090463190644,0.3683397246039595,0.35327554127824107,0.4317375523878524
0.34504198324804314,0.08891515766395754,0.3061855457653278,0.2598573133226717,0.596876756366399
0.24384816091543174,0.24844081647445104,0.15970600705753685,0.3480050155525803,0.44072635419996176
0.3678324493563871,0.12349580177743477,0.2990962257112063,0.20957552315497197,0.6609375549120553
0.40955045841666105,0.3006365574631093,0.05129575097714648,0.23851723314308318,0.5820968387927534
0.17125732272409697,0.32835026206939094,0.4242763799756191,0.07611603523089294,0.836573407843252
0.24208498159893066,0.09692610119807901,0.2578378382357475,0.4031510789672427,0.37588816130951996
0.31086863502885664,0.4846749860619809,0.02463974454610294,0.1798166343630595,0.6575738005461136
0.06937762193299297,0.15466563968420238,0.37845994492348595,0.39749679345931876,0.3728216818741815
0.21213724690378308,0.20792368806580128,0.04124515600288649,0.5386939090275292,0.150374398845546
0.21192607974871763,0.20316820601556795,0.2203137968108295,0.36459191742488495,0.4226368929603374
0.24528431592875058,0.3660338702233178,0.025065419015429122,0.3636163948325026,0.3813686337065827
0.04423745512530797,0.26017098430166397,0.43936228265190186,0.25622927792112615,0.5636218862579779
0.12229198445291918,0.5268425523826433,0.04988002723574728,0.3009854359286902,0.4431533356304361
0.4344201968635803,0.3542277370907258,0.04584957937991308,0.16550248666578085,0.6809007225831836
0.07200258867341236,0.24588185558132175,0.5509793804261349,0.13113617531913094,0.7541193659050393
0.1861933833219838,0.23167206256610548,0.1864029448800229,0.39573160923188777,0.3716517767672524
0.21305818103349475,0.06759979922360834,0.26720929395257087,0.452132725790326,0.3082809514697893
0.22369699219360908,0.33421835713717857,0.31328467454442965,0.12879997612478253,0.7232454465285314
0.1594531816120608,0.3556374263380723,0.3760299414457961,0.10887945060407084,0.7655533388262793
0.20608082869675595,0.20379454445692088,0.11075108313407554,0.47937354371224755,0.2503705027630905
0.19998853813757095,0.07105846815719523,0.4490149347722139,0.2799380589330199,0.5658812179690311
0.1115740781678753,0.6795649091329878,0.15278840745183714,0.056072605247299845,0.8139563557591023
0.31158849850080955,0.11121313610037019,0.3279462242456472,0.24925214115317296,0.609439817855185
0.3640261297830877,0.18026912948819412,0.421413230824876,0.03429150990384208,0.912508909246598
0.25040032090614023,0.22111218264080335,0.4236410756446464,0.10484642080840999,0.7985079322592245
0.25917553889480427,0.02103544856304076,0.1728000798329168,0.5469889327092382,0.17530951122353455
0.2972673240462256,0.24696281483679483,0.14802903795714742,0.3077408231598321,0.4889962022928928
0.2883865012650053,0.31950418866781183,0.2076640352932241,0.18444527477395878,0.6594312501054995
0.27422473070133807,0.14156957244790438,0.27187439843473704,0.3123312984160205,0.5102676165087836
0.06978102859705726,0.09490189360907375,0.48248582842879917,0.3528312493650698,0.4565178419110342
0.15574753066021482,0.43470829680375334,0.2580986447242927,0.15144552781173912,0.7076254637618284
0.5528992081294366,0.29803768160870775,0.0763472885175861,0.07271582174426959,0.831318731061854
0.18351234172850678,0.15160664838292445,0.17982011586125954,0.48506089402730923,0.24966766170159754
0.3640366117410727,0.1568164700917712,0.051448970336509456,0.42769794783064663,0.3270897842356758
0.3508841630418533,0.4353814347803587,0.1652581514900829,0.04847625068770515,0.8402093370123705
0.06462123973019104,0.077236220423386,0.39631469169904116,0.4618278481473818,0.29181098369425007
0.26798985318346286,0.1961275294613683,0.5130325734066378,0.022850043948531185,0.9166930517118612
0.31080989749980603,0.12908109550854582,0.07555791689288428,0.48455109009876396,0.25381120052557227
0.3267573989905938,0.14143310358067135,0.3886802006387463,0.14312929678998854,0.7640910892779165
0.2493386858324217,0.25157148168948834,0.10286900565104803,0.3962208268270419,0.3553544634215394
0.08092288714115747,0.3404197922663407,0.3748895754350415,0.20376774515746016,0.6092434341972244
0.44638791560641533,0.15029280244650048,0.2746891218767055,0.1286301600703787,0.7769961994051319
0.22886081354937998,0.14120118644086052,0.2685036739647993,0.3614343260449601,0.4296082736443877
0.2653275988872632,0.05845686741542148,0.5515859719423565,0.12462956175495904,0.8042871272552483
0.28859233107762294,0.17374442875516555,0.2478383713278917,0.2898248688393198,0.5218265895522289
0.44810308091532486,0.047352175181924964,0.26654692708504585,0.23799781681770435,0.6335328397370584
0.48961482545256896,0.1853127650926071,0.2479170956496038,0.07715531380522031,0.8472044762736484
0.14043510399320439,0.44103600264494824,0.20562604306426774,0.21290285029757955,0.592438524024641
0.13307837582333035,0.3993507250236269,0.251846390690265,0.21572450846277777,0.596543092301108
0.4337476024619407,0.2436015856343435,0.1381165897706784,0.18453422213303722,0.6744783496735753
0.1716850275841122,0.3043299163437903,0.27786530193014164,0.2461197541419558,0.5547378897011187
0.02445766330521032,0.07664507992490294,0.8353943174112748,0.06350293935861195,0.8932488289733467
0.09221552541790537,0.30736024587270494,0.08296733975020067,0.517456888959189,0.17771062968031076
0.433463488529696,0.21800957961806,0.14239350491898894,0.20613342693325515,0.6580984226574085
0.3843621215377717,0.006506969635929697,0.2954701635907747,0.31366074523552384,0.5282074882195283
0.03611069911147304,0.05719281651174013,0.33325895981546033,0.5734375245613265,0.12840514985566226
0.3582049773113067,0.3026080051038059,0.29855351259610124,0.04063350498878614,0.8936585417512499
0.3198244340326622,0.2694249788296166,0.23434087175369323,0.17640971538402794,0.6815004311580346
0.29486761560185437,0.11661221957565981,0.4555206998443885,0.13299946497809734,0.7771783586177221
0.2788770954710053,0.40000206109783404,0.30746735793938745,0.013653485491773238,0.8795192564878818
0.2786620278722708,0.2203633170417627,0.19742277871564567,0.3035518763703209,0.5005995220361662
0.3969676739264911,0.1013035602240366,0.12232690452056826,0.37940186132890397,0.4055713179506349
0.3520734190749773,0.3073201497731993,0.21506210801536466,0.1255443231364588,0.7502194853406721
0.4601072473115555,0.06029871850376442,0.3750897682496307,0.10450426593504929,0.8341987933218613
0.14301745705483848,0.2296596280730991,0.3613520871227053,0.26597082774935715,0.5665948141649995
0.23420474714592185,0.3961281262800655,0.18171090848809468,0.18795621808591786,0.63884004761511
0.33127947688276993,0.09519290035636364,0.5270423839425811,0.046485238818285445,0.9112335617012992
0.030014832630265626,0.5611364306581965,0.11798690359649175,0.2908618331150461,0.4514799641957915
0.41430264068209305,0.08929964731841122,0.19934015611571368,0.2970575558837821,0.5365537367106447
0.2118545744562133,0.3452038339756408,0.1139603596631755,0.3289812319049704,0.4547475770461982
0.21944664598419372,0.3003392228185928,0.21774105184008774,0.2624730793571258,0.5612394975415225
0.24897445069001686,0.3758783671358701,0.14990325386462147,0.22524392830949166,0.6057523524653821
0.3831996672281404,0.013152575745439552,0.31454728906804036,0.2891004679583797,0.5637187829133425
0.30981841221691375,0.17860241071863492,0.17954728399063966,0.33203189307381176,0.4573015577096238
0.0377823715137141,0.19409468156446336,0.47473364844025073,0.2933892984815717,0.5210971159647497
0.060725450639070325,0.24162252537855283,0.5829689999407722,0.11468302404160467,0.7796509588618825
0.1506764181743362,0.274786972490106,0.4319244527583293,0.14261215657722848,0.7173850220116308
0.2665278544618474,0.17719545218103,0.3099968341876682,0.24627985916945444,0.5951411208096125
0.24386904731370423,0.15429745731511507,0.35481073617440023,0.2470227591967804,0.5986063697418063
0.4227169839977207,0.1438358060268669,0.03344822266916251,0.39999898730625,0.3712343578352517
0.0007496401866495066,0.36093110208481477,0.3247193730993862,0.31359988462914956,0.4574139526393128
0.015063272011960213,0.4523643055834729,0.40934278947939157,0.12322963292517537,0.7246826894955424
0.186086277809144,0.15635511374831793,0.32768306860260316,0.329875539839935,0.47391566749043407
0.35523936713360554,0.1284048417257182,0.21534979993115858,0.3010059912095177,0.5163898027542939
0.4123504581778789,0.059145825786823376,0.11822018587471692,0.41028353016058083,0.3697882483124229
0.3107820963059929,0.15062772804277735,0.08135480029071442,0.45723537536051534,0.2840213913506715
0.38965432658696153,0.3522031511104157,0.03762820830601864,0.22051431399660412,0.5987878987830108
0.051405366788507725,0.4212959460145072,0.04227150443243207,0.48502718276455303,0.18820003665026902
0.45119693367859387,0.4121898348886506,0.08064374559028485,0.055969485842470586,0.8336078042585638
0.3554177032700456,0.24260341298140067,0.3056449231749906,0.09633396057356315,0.8069783765433752
0.13321450886137223,0.40155219760682603,0.18343064930423175,0.28180264422757006,0.4969855941372797
0.5596025721674059,0.2676205305227366,0.09952370167470215,0.07325319563515532,0.8232150739165829
0.5305974555202173,0.0365305469005116,0.04825438083088129,0.38461761674838973,0.415767465497313
0.38101440363686717,0.00023864843025090627,0.43551257996540793,0.18323436796747397,0.7251126507842514
0.25570681878536444,0.17227037209030405,0.1973109755127342,0.3747118336115974,0.4034781751645432
0.3052489604051992,0.16349540821695396,0.2251779212571396,0.30607771012070717,0.516359123586396
0.06005787196089153,0.28336358890800345,0.3402965366335843,0.3162820024975207,0.48307245791751846
0.2465349428163956,0.3559538673882296,0.3114264800185793,0.08608470977679537,0.7996821618571609
0.3034196527740356,0.04793559657672731,0.23828298404351056,0.41036176660572654,0.3748702307760647
0.37486828697326174,0.2680805144600544,0.09571285025050123,0.26133834831618263,0.5543763746337151
0.2709487420221989,0.21191395142717753,0.21751578156286247,0.2996215249877611,0.5081849222329228
0.04947009831326636,0.23307156845519778,0.09383826639246934,0.6236200668390666,0.017955586050360628
0.1837506952287722,0.21117787404774613,0.23258677000788386,0.37248466071559777,0.40959632781944133
0.3825461636611986,0.30114976268758703,0.31450527140334106,0.0017988022478734526,0.9370718440906726
0.209040932924518,0.11298232784011555,0.38853299963155774,0.2894437396038086,0.5488870414182697
0.1945023647099498,0.1054620757750097,0.5033075728158586,0.1967279866991819,0.6785425010074746
0.5202991991199667,0.3641151468752138,0.10682050458288392,0.008765149421935585,0.9140292464920539
0.17551585465819633,0.2132462025487612,0.19840950865190776,0.41282843414113485,0.33810810827854565
0.32366801418504654,0.07278114614959359,0.22381833718204172,0.37973250248331814,0.41584501704510407
0.28548507322123606,0.40168678938116564,0.202159207496105,0.11066892990149337,0.753659247271527
0.33722894635780354,0.17893026141510662,0.06195663541464637,0.42188415681244346,0.33138771249831356
0.21594523882192496,0.23863906404621973,0.157253645925511,0.38816205120634445,0.37002911038123965
0.3996423249033144,0.0835160638179615,0.2893500234540018,0.22749158782472215,0.6462352086902224
0.0453385271917559,0.25523065087860775,0.14004584673332285,0.5593849751963135,0.12263793957373853
0.23181352365614655,0.29971945570507086,0.20233794819351036,0.2661290724452723,0.555848472976331
0.36909143041665465,0.2988153689150051,0.10142225679915973,0.23067094386918047,0.5942305104132283
0.08329850139976233,0.37224939640426125,0.4092961606015942,0.13515594159438224,0.7414286781477875
0.28202303326376893,0.35113942739488196,0.22933902395780548,0.13749851538354355,0.7235243414457082
0.4210137905659431,0.19098974076965428,0.12346697542136822,0.26452949324303426,0.5745572990200004
0.35637887955780573,0.3739628241107426,0.15888372697403497,0.11077456935741657,0.7403474399361895
0.4550106660961706,0.06195669062918292,0.40888616068592093,0.07414648258872555,0.8794867725225343
0.24898945101958544,0.30218701909008683,0.08012781133172323,0.36869571855860456,0.38651901834407587
0.23771928341999207,0.08018025198235838,0.39747805645251183,0.2846224081451377,0.5570303373858217
0.2831697665187089,0.33147050653977955,0.12738380692148585,0.2579759200200257,0.5467420186620056
0.32283887638642905,0.07793262781158129,0.31611154684923265,0.28311694895275696,0.5636346823991274
0.11310819215824967,0.4244591551813169,0.012037160174307917,0.4503954924861255,0.21829197247548252
0.48057358663300903,0.047875490682652996,0.3604517764539989,0.11109914623033915,0.8237761825179608
0.07085834583983482,0.36364762964156383,0.07382192199996356,0.49167210251863774,0.18976232029373055
0.25533301701679273,0.2329167426099646,0.25078995323547215,0.26096028713777053,0.5736220579018495
0.3143055320684319,0.06265125482557121,0.49484987784335466,0.12819333526264215,0.7951797461409225
0.0030658599129855307,0.3393884741821831,0.19253696473557042,0.4650087011692609,0.2515786771187811
0.2735999964067734,0.13607205340607423,0.35935204869743254,0.23097590148971972,0.6331253397545091
0.2730476827831068,0.040939368210777795,0.47773112048775124,0.20828182851836416,0.6773424151697593
0.12582389096052254,0.24626498110551767,0.30795089598658754,0.3199602319473724,0.470806655857838
0.03339555387008977,0.08900544885153412,0.4455700280381097,0.43202896924026646,0.3341554563692935
0.11587122005790963,0.1702144065805398,0.4124411297486548,0.30147324361289574,0.5137472532645484
0.2670549528170712,0.3000406824004142,0.23696693046376877,0.19593743431874597,0.6460857120417983
0.11344469800346416,0.46928601869278763,0.12095477271350859,0.2963145105902396,0.46167103037608315
0.36010853427837974,0.26546161677197205,0.34762932489905757,0.02680052405059058,0.893433809731121
0.1615439892187336,0.14466991982931135,0.262196207008556,0.43158988394339903,0.3236811901190391
0.01478546075446579,0.17117893909559984,0.09266006444769592,0.7213755357022384,-0.12485803832725761
0.2208497247568876,0.2488236063443563,0.057462607224939205,0.47286406167381695,0.2533803665376212
0.09874556658117062,0.4340008217880009,0.3479634944364831,0.11929011719434543,0.7559647009402818
0.13321181813992572,0.292696273909326,0.27325586890563214,0.300836039045116,0.504841500345927
0.5084047140101089,0.04835733708262098,0.1472688580120518,0.29596909089521845,0.5487927630947793
0.2640735547882861,0.2925509811110937,0.2711258119489612,0.17224965215165905,0.6977428746058475
0.04310583480857582,0.38599142289640265,0.158849527312482,0.4120532149825395,0.28542232180209004
0.03417414173380454,0.35981753677304995,0.34610400727161195,0.2599043142215335,0.5381800213130898
0.2219701275201749,0.02472595640379449,0.4500099292103397,0.30329398686569087,0.5388775306005151
0.3368009315993386,0.2588892709875632,0.1863355897447451,0.21797420766835301,0.6342052978493359
0.09475224566733288,0.22604399413816753,0.3276478177479828,0.35155594244651683,0.43875948720949964
0.4434474311506246,0.03376097528780239,0.3434764205280542,0.1793151730335188,0.7225869966277713
0.2484753262212402,0.32964507580401875,0.27002354361932385,0.1518560543554173,0.7227691570962714
0.6789249816436935,0.06361279158954294,0.10131912792054991,0.15614309884621352,0.7530627934127709
0.2020319767900529,0.2535584868937099,0.42104836687549907,0.12336116944073813,0.7642465484601508
0.10796651281918346,0.3552004602962911,0.19928982474318527,0.33754320214134004,0.4226451047287316
0.2986333513797024,0.30693035225678794,0.3775765329397074,0.0168597634238022,0.9286708020257786
0.26140582613822017,0.10389688604949178,0.2793664594896115,0.3553308283226766,0.44102953600361217
0.29954958650261865,0.05940886856775962,0.48195242290037155,0.15908912202925019,0.7494845432425727
0.2608309402863534,0.1694340105829769,0.3986698967551863,0.17106515237548328,0.7095154693201795
0.01883752969370283,0.5495678303317876,0.11808260628285347,0.3135120336916561,0.44729677491274766
0.40820603463738175,0.16114957984839468,0.05741704337511901,0.3732273421391047,0.41598654981408384
0.6030952127163893,0.032259789037327444,0.20111635357136748,0.16352864467491568,0.7498680646320273
0.08030919094153229,0.2736325681675377,0.40548339298833375,0.24057484790259623,0.598092842920975
0.43294956197196877,0.07332988259436789,0.48127207455111115,0.012448480882552177,0.9703277962870165
0.05812910822774648,0.5105327672901415,0.03967391997930585,0.39166420450280615,0.31039713978776245
0.38444627294581174,0.27915021807713036,0.059804001068558425,0.2765995079084995,0.5292706945218247
0.12318097981100638,0.09485217686259383,0.4133385605808749,0.3686282827455248,0.43282974935232377
0.44080991766313965,0.02888156583127128,0.1092167513152229,0.42109176519036606,0.3640301173397601
0.14040863024354958,0.1484182025853715,0.27870132475841075,0.4324718424126682,0.32902950599319203
0.3279588501997752,0.28517635290763454,0.3287090581643855,0.05815573872820478,0.8699899389715476
0.17603408368932155,0.33288164669312303,0.3824034607519446,0.10868080886561095,0.7870465396976152
0.35874367364551274,0.26900625711086623,0.17415923659942167,0.19809083264419944,0.6625128124670709
0.222544064311292,0.34554926908683725,0.2594694089190506,0.1724372576828201,0.6549567962040604
0.4930253979413258,0.12544942206927456,0.1692748368903896,0.21225034309901006,0.6628070720410937
0.3199752592895569,0.3093278248491511,0.16330050116112196,0.20739641470017003,0.6425062042223723
0.29984006937900476,0.43589110747235765,0.22488271005945226,0.039386113089185285,0.8319480534981326
0.42073625900435985,0.1892259848826314,0.138949524094261,0.25108823201874786,0.5855224549953519
0.09862623729865203,0.20889863225356853,0.3329596404331302,0.3595154900146493,0.42939197013999086
0.3409777226463738,0.3281571353572315,0.19415026679679454,0.13671487519960002,0.7292962601291535
0.34380287673911075,0.13244735659998785,0.1426555469120504,0.381094219748851,0.4018691990567259
0.30350379513258385,0.2149426837931246,0.3049594290953728,0.1765940919789187,0.7028674594626533
0.38876170343351,0.17473314642752072,0.1738512979673765,0.26265385217159287,0.5710725924571067
0.22895887164637865,0.2375977228302661,0.22824691765464344,0.30519648786871184,0.5065656097723923
0.06856872389270116,0.3607724120733803,0.28623593611817605,0.2844229279157426,0.4831725051080411
0.4892505323776504,0.3463008349281503,0.01976610022160609,0.14468253247259313,0.7137160343054803
0.2988664266155766,0.20808414584740673,0.4388821423937961,0.05416728514322053,0.8771322431156878
0.08365136054929119,0.1948506994366768,0.1474034313867254,0.5740945086273066,0.09988809717170472
0.2040634189187899,0.2802644367216448,0.13343407925358264,0.3822380651059826,0.3705900149966971
0.4485328881703988,0.09516678590558622,0.41740904028032344,0.038891285643691535,0.9178713750580662
0.22717344250569446,0.27858539810469085,0.15643908951274257,0.33780206987687217,0.423650545658519
0.22866529316492037,0.06598199612630168,0.5152588574169482,0.1900938532918296,0.7049619206433102
0.10465606958666318,0.8710963714570469,0.009731730627158453,0.01451582832913151,0.8040069832148934
0.21729877778552914,0.2878604788188627,0.19982661089186135,0.2950141325037468,0.4999067054806072
0.06354409330357881,0.22578084520070393,0.23599168187827155,0.4746833796174457,0.23152971927365548
0.31132768568297664,0.24988381280320315,0.27606726010263133,0.16272124141118893,0.7184355659627361
0.43133598133860407,0.0522924456636067,0.4399341893152335,0.07643738368255572,0.874885435343445
0.20038389816659297,0.26476661257385675,0.2805600890802416,0.2542894001793086,0.5788509078449585
0.2663388464170023,0.13849954523382954,0.3241854120654667,0.2709761962837015,0.5658357965276819
0.11150218444179234,0.13244891402981487,0.2514578594039119,0.5045910421244809,0.22324609970880643
0.028522201076305244,0.3482226201202769,0.35145635415709714,0.27179882464632066,0.5052461080004498
0.39869617644787214,0.18369260782982533,0.15182030957603881,0.2657909061462636,0.5645751192146394
0.10749264435105495,0.5791210228380846,0.26530135778820235,0.04808497502265808,0.7830922817564917
0.28845086356905664,0.2949961265018652,0.29153276506323295,0.1250202448658452,0.753470407400859
0.20642386992957995,0.2607988417315991,0.2643172499213355,0.2684600384174855,0.5581901161140319
0.10708534228931506,0.1814577584668649,0.4980586770812037,0.21339822216261634,0.6526840029860458
0.32967695536288205,0.24684599137553273,0.17477900826763967,0.24869804499394552,0.5775837342339751
0.49048585364369024,0.19592617547403934,0.16049191408876815,0.15309605679350222,0.7311706797149388
0.19268840778651103,0.36082674999400427,0.01627472978383383,0.4302101124356508,0.28251948134772287
0.17061584804969443,0.18565530624818,0.24927226096285643,0.3944565847392691,0.38046682695386924
0.0477039405556912,0.10880241978617274,0.46331621330790246,0.3801774263502336,0.41341349750672374
